P_ID,PG_ID_3,PG_ID_2,PG_ID_1,NORMAL_PRICE,L_ID,SALES_AREA,DATE,SCHOOL_HOLIDAY,EVENT,PROMOTION_TYPE,SALES_PRICE,LAMBDA,SALES
8,1,1,1,1.58,2,6321.6800893695445,2021-04-25,0.0,,0,1.58,2.5634154843865513,3
12,1,1,1,1.51,2,6321.6800893695445,2022-07-25,1.0,,0,1.51,2.3844115510232977,0
6,1,1,1,44.87,2,6321.6800893695445,2022-04-10,0.0,,0,44.87,1.7520039776727876,3
20,1,1,1,10.34,1,6993.3012095574695,2021-09-15,0.0,,0,10.34,0.8386120486064645,0
16,1,1,1,14.25,2,6321.6800893695445,2021-09-13,0.0,,0,14.25,3.4704528070905973,4
12,1,1,1,1.51,2,6321.6800893695445,2021-09-16,0.0,,0,1.51,2.0056902281110434,2
13,2,1,1,36.84,2,6321.6800893695445,2021-02-15,0.0,,1,20.54446308158191,4.071037271966291,1
6,1,1,1,44.87,1,6993.3012095574695,2020-09-25,0.0,,1,25.082403458956787,2.8159421708701093,2
8,1,1,1,1.58,1,6993.3012095574695,2020-10-13,0.0,,0,1.58,1.389755181263178,0
6,1,1,1,44.87,1,6993.3012095574695,2022-06-06,0.0,,0,44.87,0.8051573201211758,1
11,2,1,1,15.64,1,6993.3012095574695,2021-03-21,0.0,,0,15.64,2.5499132441076497,0
9,2,1,1,10.8,2,6321.6800893695445,2021-04-18,0.0,,0,10.8,2.5950628711173134,0
17,2,1,1,0.47,1,6993.3012095574695,2021-04-24,0.0,,1,0.3042734412653064,6.667543321959909,5
19,2,1,1,3.1,1,6993.3012095574695,2019-11-04,0.0,,0,3.1,2.696365052752479,3
20,1,1,1,10.34,1,6993.3012095574695,2022-05-28,0.0,,0,10.34,0.8012412549998755,2
13,2,1,1,36.84,1,6993.3012095574695,2021-12-04,0.0,,0,36.84,0.9461698118579673,1
14,1,1,1,11.36,2,6321.6800893695445,2020-03-08,0.0,,0,11.36,1.6919367954920985,0
6,1,1,1,44.87,2,6321.6800893695445,2021-09-14,0.0,,0,44.87,1.7420205808529121,2
17,2,1,1,0.47,2,6321.6800893695445,2021-11-13,0.0,,1,0.3042734412653064,4.4200689775157525,5
10,1,1,1,9.89,2,6321.6800893695445,2022-07-23,1.0,,0,9.89,4.203483124527033,8
6,1,1,1,44.87,1,6993.3012095574695,2022-02-19,0.0,,0,44.87,1.1800153525689807,2
3,2,1,1,0.71,1,6993.3012095574695,2022-05-07,0.0,,0,0.71,1.7890293931449275,0
6,1,1,1,44.87,2,6321.6800893695445,2021-05-18,0.0,,0,44.87,1.7420205808529121,1
10,1,1,1,9.89,2,6321.6800893695445,2020-02-25,0.0,,0,9.89,3.9676672398004316,8
17,2,1,1,0.47,2,6321.6800893695445,2021-03-02,0.0,,0,0.47,9.359901873133087,13
12,1,1,1,1.51,2,6321.6800893695445,2020-06-24,1.0,,0,1.51,2.6410741869073338,1
15,2,1,1,19.11,2,6321.6800893695445,2021-01-21,0.0,,0,19.11,2.5095935287249413,2
5,2,1,1,10.21,1,6993.3012095574695,2021-05-15,0.0,,0,10.21,1.9405446229236158,0
19,2,1,1,3.1,2,6321.6800893695445,2020-05-08,0.0,,0,3.1,2.4010856299115417,1
19,2,1,1,3.1,1,6993.3012095574695,2021-08-18,0.0,,0,3.1,2.503166337694581,4
6,1,1,1,44.87,2,6321.6800893695445,2021-05-12,0.0,,0,44.87,1.2048976954501993,1
17,2,1,1,0.47,1,6993.3012095574695,2022-09-18,0.0,,1,0.3042734412653064,8.653672192908619,7
13,2,1,1,36.84,1,6993.3012095574695,2021-10-11,0.0,,0,36.84,1.1812741745667499,1
15,2,1,1,19.11,1,6993.3012095574695,2021-07-01,1.0,,0,19.11,2.4230333911633406,0
5,2,1,1,10.21,2,6321.6800893695445,2020-04-26,0.0,,0,10.21,4.736653343160643,7
19,2,1,1,3.1,1,6993.3012095574695,2022-05-29,0.0,,0,3.1,2.2239400173423043,0
10,1,1,1,9.89,2,6321.6800893695445,2020-03-24,0.0,,0,9.89,3.9676672398004316,3
19,2,1,1,3.1,2,6321.6800893695445,2021-07-30,1.0,,0,3.1,3.1710524510021494,3
13,2,1,1,36.84,2,6321.6800893695445,2021-10-07,0.0,,0,36.84,0.9410654201994766,0
6,1,1,1,44.87,2,6321.6800893695445,2022-07-25,1.0,,0,44.87,1.5453667156253843,4
8,1,1,1,1.58,2,6321.6800893695445,2022-05-23,0.0,,0,1.58,0.8677101205696135,1
14,1,1,1,11.36,1,6993.3012095574695,2020-10-19,0.0,,0,11.36,1.775895291196795,2
19,2,1,1,3.1,1,6993.3012095574695,2021-03-28,0.0,,0,3.1,2.2239400173423043,3
5,2,1,1,10.21,2,6321.6800893695445,2019-10-12,0.0,,0,10.21,2.4424546759954175,0
3,2,1,1,0.71,1,6993.3012095574695,2022-06-13,0.0,,1,0.4168368012864329,3.593950822443273,1
12,1,1,1,1.51,2,6321.6800893695445,2022-09-27,0.0,,0,1.51,2.81267174365531,2
20,1,1,1,10.34,2,6321.6800893695445,2020-05-25,0.0,,0,10.34,1.8523104792222906,2
12,1,1,1,1.51,1,6993.3012095574695,2019-10-24,0.0,,0,1.51,1.972983504587721,4
5,2,1,1,10.21,1,6993.3012095574695,2019-11-30,0.0,,0,10.21,1.9405446229236158,2
3,2,1,1,0.71,2,6321.6800893695445,2020-06-06,0.0,,0,0.71,2.5828696843482577,0
16,1,1,1,14.25,2,6321.6800893695445,2019-10-05,0.0,,0,14.25,3.801857143300619,2
8,1,1,1,1.58,2,6321.6800893695445,2022-01-08,0.0,,0,1.58,3.8185755771576653,5
20,1,1,1,10.34,1,6993.3012095574695,2021-10-19,0.0,,0,10.34,1.063756293779648,2
10,1,1,1,9.89,2,6321.6800893695445,2021-03-10,0.0,,0,9.89,2.9091114273918386,2
8,1,1,1,1.58,1,6993.3012095574695,2021-05-13,0.0,Local_Holiday_2,0,1.58,1.4502383217412247,7
16,1,1,1,14.25,1,6993.3012095574695,2021-03-08,0.0,,0,14.25,1.8592620966558377,0
13,2,1,1,36.84,2,6321.6800893695445,2020-11-17,0.0,,0,36.84,0.9088462675964739,1
10,1,1,1,9.89,1,6993.3012095574695,2022-08-17,0.0,,0,9.89,2.3239182911529785,3
9,2,1,1,10.8,2,6321.6800893695445,2021-04-04,0.0,Easter,0,10.8,2.8586244676431702,0
11,2,1,1,15.64,1,6993.3012095574695,2021-02-24,0.0,,0,15.64,2.1677839725082735,0
5,2,1,1,10.21,2,6321.6800893695445,2022-03-10,0.0,,0,10.21,3.613487054853689,2
17,2,1,1,0.47,2,6321.6800893695445,2021-07-01,1.0,,1,0.3042734412653064,8.088257588169956,2
14,1,1,1,11.36,2,6321.6800893695445,2020-12-21,0.0,,0,11.36,2.451868989522053,3
20,1,1,1,10.34,2,6321.6800893695445,2020-10-01,0.0,,0,10.34,4.882264305324255,5
9,2,1,1,10.8,2,6321.6800893695445,2022-04-14,0.0,,0,10.8,4.2458553193356385,7
10,1,1,1,9.89,2,6321.6800893695445,2019-10-27,0.0,,0,9.89,3.170825533267963,6
6,1,1,1,44.87,2,6321.6800893695445,2021-12-11,0.0,,0,44.87,1.5563539629923937,1
16,1,1,1,14.25,1,6993.3012095574695,2019-12-10,0.0,,1,10.269770500704883,3.871197337953179,3
20,1,1,1,10.34,2,6321.6800893695445,2021-09-12,0.0,,0,10.34,1.7909316182480697,1
3,2,1,1,0.71,1,6993.3012095574695,2020-05-18,0.0,,0,0.71,2.1179833572334963,2
15,2,1,1,19.11,1,6993.3012095574695,2022-07-09,1.0,,0,19.11,1.9414583072035505,2
17,2,1,1,0.47,1,6993.3012095574695,2022-06-01,0.0,,0,0.47,6.695046447092519,10
3,2,1,1,0.71,2,6321.6800893695445,2021-05-11,0.0,,0,0.71,2.7060872624428494,0
12,1,1,1,1.51,2,6321.6800893695445,2021-10-17,0.0,,0,1.51,2.955495161374606,3
3,2,1,1,0.71,1,6993.3012095574695,2022-08-25,0.0,,0,0.71,2.3068846457745744,3
5,2,1,1,10.21,2,6321.6800893695445,2021-10-25,0.0,,1,6.77435698827225,2.3602110289158706,4
19,2,1,1,3.1,2,6321.6800893695445,2020-12-06,0.0,,1,2.305279393389512,4.458950493885507,9
15,2,1,1,19.11,1,6993.3012095574695,2021-09-22,0.0,Other_Holiday,0,19.11,2.036897809425055,1
6,1,1,1,44.87,2,6321.6800893695445,2022-05-31,0.0,,0,44.87,1.7420205808529121,1
6,1,1,1,44.87,1,6993.3012095574695,2021-11-15,0.0,,0,44.87,0.36178050460144606,0
11,2,1,1,15.64,1,6993.3012095574695,2022-04-11,0.0,,0,15.64,3.282134272316022,1
16,1,1,1,14.25,2,6321.6800893695445,2022-09-21,0.0,,0,14.25,2.814318791317181,1
11,2,1,1,15.64,1,6993.3012095574695,2021-02-28,0.0,,0,15.64,2.5499132441076497,1
16,1,1,1,14.25,2,6321.6800893695445,2021-09-19,0.0,,0,14.25,3.049107027041195,3
14,1,1,1,11.36,1,6993.3012095574695,2019-10-31,0.0,,0,11.36,1.8352307659244391,2
13,2,1,1,36.84,2,6321.6800893695445,2020-03-09,0.0,,0,36.84,1.9443178151611704,7
3,2,1,1,0.71,2,6321.6800893695445,2022-02-19,0.0,,0,0.71,5.799589225008924,5
14,1,1,1,11.36,2,6321.6800893695445,2022-02-09,0.0,,0,11.36,1.5687703231750987,3
20,1,1,1,10.34,2,6321.6800893695445,2019-10-01,0.0,,0,10.34,5.399074746266239,9
11,2,1,1,15.64,2,6321.6800893695445,2020-04-17,0.0,,0,15.64,4.810763928297876,8
11,2,1,1,15.64,2,6321.6800893695445,2020-12-24,0.0,,0,15.64,2.384570609808354,0
14,1,1,1,11.36,2,6321.6800893695445,2020-11-20,0.0,,0,11.36,1.6906402862080043,3
12,1,1,1,1.51,1,6993.3012095574695,2021-03-18,0.0,,0,1.51,1.972983504587721,1
9,2,1,1,10.8,1,6993.3012095574695,2019-12-01,0.0,,0,10.8,1.8244334249487466,1
11,2,1,1,15.64,1,6993.3012095574695,2020-08-09,0.0,,0,15.64,2.5499132441076497,2
13,2,1,1,36.84,2,6321.6800893695445,2021-02-06,0.0,,1,20.54446308158191,5.394168749181554,3
14,1,1,1,11.36,2,6321.6800893695445,2020-11-11,0.0,,0,11.36,0.704893944250106,1
5,2,1,1,10.21,1,6993.3012095574695,2021-12-21,0.0,,1,6.77435698827225,2.404058047884051,1
11,2,1,1,15.64,2,6321.6800893695445,2020-03-31,0.0,,0,15.64,3.656326794881816,9
20,1,1,1,10.34,1,6993.3012095574695,2021-08-09,0.0,,0,10.34,0.7900471436604877,0
13,2,1,1,36.84,2,6321.6800893695445,2022-08-10,1.0,,2,20.54446308158191,9.134602431597513,8
5,2,1,1,10.21,2,6321.6800893695445,2021-04-04,0.0,Easter,0,10.21,7.389588627916125,9
20,1,1,1,10.34,2,6321.6800893695445,2020-07-28,0.0,,0,10.34,1.980200989846695,2
11,2,1,1,15.64,2,6321.6800893695445,2020-06-01,0.0,,0,15.64,5.652335035612825,5
8,1,1,1,1.58,1,6993.3012095574695,2022-07-27,1.0,,0,1.58,1.2681399220630578,1
20,1,1,1,10.34,2,6321.6800893695445,2020-02-23,0.0,,0,10.34,1.7909316182480697,0
13,2,1,1,36.84,2,6321.6800893695445,2020-11-02,0.0,,1,20.54446308158191,2.4782602035352563,4
14,1,1,1,11.36,2,6321.6800893695445,2020-06-14,1.0,,0,11.36,0.760236207670276,1
8,1,1,1,1.58,2,6321.6800893695445,2022-07-01,0.0,,0,1.58,2.5132190728065456,2
17,2,1,1,0.47,2,6321.6800893695445,2020-06-04,0.0,,0,0.47,5.184940874844277,6
9,2,1,1,10.8,2,6321.6800893695445,2021-02-13,0.0,,1,5.461670043459293,3.4184807199277065,8
6,1,1,1,44.87,1,6993.3012095574695,2020-09-28,0.0,,0,44.87,1.3828525626515842,1
16,1,1,1,14.25,1,6993.3012095574695,2021-11-26,0.0,,0,14.25,3.2272825042337843,1
17,2,1,1,0.47,1,6993.3012095574695,2019-11-21,0.0,,0,0.47,3.112040694858823,8
5,2,1,1,10.21,2,6321.6800893695445,2021-11-30,0.0,,0,10.21,2.940185473596131,5
6,1,1,1,44.87,2,6321.6800893695445,2021-12-24,0.0,,0,44.87,5.897379074018092,9
10,1,1,1,9.89,2,6321.6800893695445,2021-07-21,1.0,,0,9.89,2.9091114273918386,2
13,2,1,1,36.84,1,6993.3012095574695,2020-07-08,1.0,,0,36.84,0.8314737585046638,0
5,2,1,1,10.21,1,6993.3012095574695,2022-09-29,0.0,,0,10.21,1.601640001384992,0
11,2,1,1,15.64,1,6993.3012095574695,2021-04-25,0.0,,0,15.64,2.5499132441076497,2
15,2,1,1,19.11,1,6993.3012095574695,2019-11-28,0.0,,0,19.11,1.807897025511142,0
3,2,1,1,0.71,1,6993.3012095574695,2021-02-22,0.0,,0,0.71,2.1179833572334963,1
8,1,1,1,1.58,1,6993.3012095574695,2020-04-04,0.0,,0,1.58,1.5746549298979642,1
3,2,1,1,0.71,1,6993.3012095574695,2021-02-18,0.0,,0,0.71,2.3068846457745744,4
12,1,1,1,1.51,2,6321.6800893695445,2021-12-16,0.0,,0,1.51,2.0056902281110434,4
9,2,1,1,10.8,2,6321.6800893695445,2019-12-21,0.0,,0,10.8,1.1828782519065042,0
10,1,1,1,9.89,2,6321.6800893695445,2021-04-11,0.0,,0,9.89,3.170825533267963,5
5,2,1,1,10.21,1,6993.3012095574695,2022-02-14,0.0,,0,10.21,1.9790313944648972,3
19,2,1,1,3.1,2,6321.6800893695445,2020-10-30,0.0,,1,2.305279393389512,2.2089456511785857,1
3,2,1,1,0.71,2,6321.6800893695445,2021-12-19,0.0,,0,0.71,2.145191219854133,0
6,1,1,1,44.87,1,6993.3012095574695,2021-05-27,0.0,,0,44.87,0.3514649475622403,1
9,2,1,1,10.8,2,6321.6800893695445,2021-03-21,0.0,,0,10.8,2.865522655520671,1
15,2,1,1,19.11,1,6993.3012095574695,2021-01-27,0.0,,1,12.583388654656204,4.36636438000623,9
8,1,1,1,1.58,1,6993.3012095574695,2021-08-09,0.0,,0,1.58,0.72131587129616,1
12,1,1,1,1.51,2,6321.6800893695445,2021-05-29,0.0,,1,0.9023351569222916,5.40176725542602,5
10,1,1,1,9.89,2,6321.6800893695445,2021-02-19,0.0,,0,9.89,2.6514974533848354,3
15,2,1,1,19.11,2,6321.6800893695445,2021-12-22,0.0,,0,19.11,2.876896032240086,1
6,1,1,1,44.87,1,6993.3012095574695,2021-09-27,0.0,,1,25.082403458956787,2.6936269204721017,2
6,1,1,1,44.87,2,6321.6800893695445,2019-10-21,0.0,,0,44.87,1.5453667156253843,5
12,1,1,1,1.51,2,6321.6800893695445,2020-07-12,1.0,,0,1.51,2.955495161374606,2
15,2,1,1,19.11,2,6321.6800893695445,2021-01-23,0.0,,0,19.11,1.5638581039493573,0
20,1,1,1,10.34,1,6993.3012095574695,2022-09-12,0.0,,0,10.34,0.7900471436604877,0
11,2,1,1,15.64,2,6321.6800893695445,2021-11-27,0.0,,1,8.26629423800757,2.100316178555577,1
13,2,1,1,36.84,2,6321.6800893695445,2021-12-03,0.0,,0,36.84,1.0134610619844484,2
12,1,1,1,1.51,2,6321.6800893695445,2022-06-29,0.0,,0,1.51,2.6410741869073338,2
13,2,1,1,36.84,1,6993.3012095574695,2022-09-26,0.0,,1,20.54446308158191,3.391332971992047,6
6,1,1,1,44.87,2,6321.6800893695445,2020-04-16,0.0,,0,44.87,0.6864092822646897,0
10,1,1,1,9.89,1,6993.3012095574695,2020-08-23,0.0,,0,9.89,2.238587850420844,2
9,2,1,1,10.8,2,6321.6800893695445,2022-06-22,0.0,,0,10.8,3.635906150663006,4
11,2,1,1,15.64,2,6321.6800893695445,2021-10-04,0.0,,0,15.64,2.682567091089259,5
13,2,1,1,36.84,1,6993.3012095574695,2022-07-26,1.0,,0,36.84,0.7026152948283284,0
9,2,1,1,10.8,1,6993.3012095574695,2022-04-12,0.0,,0,10.8,1.2305470581204203,1
19,2,1,1,3.1,2,6321.6800893695445,2020-09-19,0.0,,0,3.1,3.9622299079236667,2
3,2,1,1,0.71,1,6993.3012095574695,2020-10-24,0.0,,1,0.4168368012864329,3.1637294624846777,1
11,2,1,1,15.64,2,6321.6800893695445,2020-10-23,0.0,,0,15.64,2.7398022650889033,2
16,1,1,1,14.25,1,6993.3012095574695,2022-04-10,0.0,,0,14.25,2.155891583882733,4
6,1,1,1,44.87,2,6321.6800893695445,2019-10-24,0.0,,0,44.87,0.7593000033537878,0
6,1,1,1,44.87,1,6993.3012095574695,2021-07-06,1.0,,0,44.87,0.8928896507246239,0
17,2,1,1,0.47,1,6993.3012095574695,2022-08-13,0.0,,0,0.47,3.4152920372586517,2
12,1,1,1,1.51,1,6993.3012095574695,2019-11-14,0.0,,1,0.9023351569222916,4.433733577170677,14
11,2,1,1,15.64,2,6321.6800893695445,2021-09-17,0.0,,0,15.64,1.7162673872529486,5
17,2,1,1,0.47,1,6993.3012095574695,2020-11-07,0.0,,1,0.3042734412653064,6.667543321959909,14
16,1,1,1,14.25,2,6321.6800893695445,2021-05-19,0.0,,0,14.25,2.814318791317181,1
3,2,1,1,0.71,1,6993.3012095574695,2019-12-06,0.0,,0,0.71,2.0505877482630885,1
14,1,1,1,11.36,1,6993.3012095574695,2021-12-13,0.0,,0,11.36,1.775895291196795,3
9,2,1,1,10.8,1,6993.3012095574695,2022-05-26,0.0,,0,10.8,1.1572139228809755,2
14,1,1,1,11.36,1,6993.3012095574695,2019-11-26,0.0,,0,11.36,1.3496160960563566,1
13,2,1,1,36.84,1,6993.3012095574695,2020-03-21,0.0,,0,36.84,0.9461698118579673,0
3,2,1,1,0.71,2,6321.6800893695445,2021-11-03,0.0,,0,0.71,2.1312515991578755,0
6,1,1,1,44.87,2,6321.6800893695445,2021-07-30,1.0,,0,44.87,1.158372810432016,3
8,1,1,1,1.58,1,6993.3012095574695,2020-06-16,1.0,,0,1.58,1.389755181263178,3
3,2,1,1,0.71,2,6321.6800893695445,2022-09-21,0.0,,1,0.4168368012864329,2.830141251582477,6
9,2,1,1,10.8,1,6993.3012095574695,2021-07-23,1.0,,0,10.8,1.7490351300902414,1
15,2,1,1,19.11,1,6993.3012095574695,2020-03-22,0.0,,0,19.11,1.6650969329213414,4
12,1,1,1,1.51,1,6993.3012095574695,2022-01-21,0.0,,0,1.51,2.2572989208601033,1
8,1,1,1,1.58,1,6993.3012095574695,2020-09-22,0.0,Other_Holiday,0,1.58,1.389755181263178,2
6,1,1,1,44.87,1,6993.3012095574695,2022-06-15,0.0,,0,44.87,0.4124723756476852,0
19,2,1,1,3.1,2,6321.6800893695445,2022-06-13,0.0,,0,3.1,4.367857465585264,6
17,2,1,1,0.47,2,6321.6800893695445,2020-07-10,1.0,,0,0.47,8.105220940254158,5
11,2,1,1,15.64,2,6321.6800893695445,2022-01-30,0.0,,1,8.26629423800757,5.725213510957743,1
19,2,1,1,3.1,2,6321.6800893695445,2021-02-27,0.0,,0,3.1,9.456921189474233,13
15,2,1,1,19.11,1,6993.3012095574695,2021-03-05,0.0,,0,19.11,2.063908414695394,1
13,2,1,1,36.84,1,6993.3012095574695,2021-09-22,0.0,Other_Holiday,0,36.84,0.8314737585046638,1
15,2,1,1,19.11,2,6321.6800893695445,2022-05-08,0.0,,0,19.11,1.677605180957759,1
8,1,1,1,1.58,2,6321.6800893695445,2022-05-18,0.0,,0,1.58,2.0022875586799374,3
14,1,1,1,11.36,1,6993.3012095574695,2020-02-16,0.0,,0,11.36,1.1951373165027595,2
19,2,1,1,3.1,2,6321.6800893695445,2021-12-09,0.0,,1,2.305279393389512,1.9409486611270268,1
11,2,1,1,15.64,1,6993.3012095574695,2021-03-08,0.0,,0,15.64,3.282134272316022,3
3,2,1,1,0.71,2,6321.6800893695445,2020-04-30,0.0,,0,0.71,7.970974874758816,9
20,1,1,1,10.34,1,6993.3012095574695,2020-04-27,0.0,,0,10.34,1.2174143343592787,0
12,1,1,1,1.51,1,6993.3012095574695,2022-04-27,0.0,,0,1.51,2.1546018171840964,1
5,2,1,1,10.21,2,6321.6800893695445,2019-10-17,0.0,,1,6.77435698827225,3.9219941078372322,2
20,1,1,1,10.34,1,6993.3012095574695,2020-06-17,1.0,,0,10.34,0.8386120486064645,2
15,2,1,1,19.11,1,6993.3012095574695,2021-06-01,0.0,,0,19.11,3.469123324258526,3
3,2,1,1,0.71,1,6993.3012095574695,2020-04-15,0.0,,0,0.71,2.1747608930985414,2
9,2,1,1,10.8,1,6993.3012095574695,2019-12-28,0.0,,0,10.8,0.8543489976902003,0
12,1,1,1,1.51,1,6993.3012095574695,2019-12-04,0.0,,0,1.51,2.1546018171840964,6
19,2,1,1,3.1,2,6321.6800893695445,2021-06-25,0.0,,0,3.1,3.1197737783580375,0
10,1,1,1,9.89,2,6321.6800893695445,2022-05-08,0.0,,0,9.89,3.170825533267963,4
16,1,1,1,14.25,2,6321.6800893695445,2019-12-11,0.0,,1,10.269770500704883,3.870998394304013,7
19,2,1,1,3.1,2,6321.6800893695445,2020-06-19,1.0,,0,3.1,3.060320856698077,2
11,2,1,1,15.64,2,6321.6800893695445,2020-12-15,0.0,,0,15.64,2.8635299923733823,2
14,1,1,1,11.36,2,6321.6800893695445,2020-06-04,0.0,,0,11.36,1.6980580910057217,2
10,1,1,1,9.89,1,6993.3012095574695,2021-02-24,0.0,,0,9.89,2.3239182911529785,7
20,1,1,1,10.34,1,6993.3012095574695,2020-12-05,0.0,,0,10.34,1.783195206598893,4
12,1,1,1,1.51,2,6321.6800893695445,2022-07-18,1.0,,0,1.51,2.3844115510232977,3
17,2,1,1,0.47,2,6321.6800893695445,2022-01-25,0.0,,0,0.47,7.523320065733193,5
6,1,1,1,44.87,1,6993.3012095574695,2022-09-17,0.0,,0,44.87,1.1800153525689807,2
11,2,1,1,15.64,1,6993.3012095574695,2020-08-19,0.0,,1,8.26629423800757,4.477292863700561,1
19,2,1,1,3.1,2,6321.6800893695445,2021-06-05,0.0,,0,3.1,2.368055786444587,1
5,2,1,1,10.21,2,6321.6800893695445,2021-02-08,0.0,,0,10.21,10.769537118545808,10
5,2,1,1,10.21,1,6993.3012095574695,2022-09-14,0.0,,0,10.21,2.3833730262637842,2
13,2,1,1,36.84,2,6321.6800893695445,2022-08-08,1.0,,2,20.54446308158191,8.855479386545122,6
5,2,1,1,10.21,2,6321.6800893695445,2022-08-07,1.0,,0,10.21,4.626754186478972,3
10,1,1,1,9.89,1,6993.3012095574695,2021-12-26,0.0,,0,9.89,2.238587850420844,0
16,1,1,1,14.25,1,6993.3012095574695,2022-01-18,0.0,,0,14.25,2.0518160312706777,4
5,2,1,1,10.21,1,6993.3012095574695,2019-11-23,0.0,,1,6.77435698827225,3.240403906560698,2
6,1,1,1,44.87,2,6321.6800893695445,2021-10-01,0.0,,1,25.082403458956787,5.188603798820993,5
9,2,1,1,10.8,2,6321.6800893695445,2020-07-19,0.0,,0,10.8,2.100164405548309,4
8,1,1,1,1.58,2,6321.6800893695445,2021-10-24,0.0,,0,1.58,2.5634154843865513,3
9,2,1,1,10.8,2,6321.6800893695445,2022-07-07,1.0,,0,10.8,1.338304632700038,3
17,2,1,1,0.47,2,6321.6800893695445,2020-07-02,1.0,,0,0.47,6.290022507460816,7
6,1,1,1,44.87,1,6993.3012095574695,2021-10-12,0.0,,0,44.87,1.0295984284450999,2
20,1,1,1,10.34,1,6993.3012095574695,2021-02-17,0.0,,0,10.34,0.8386120486064645,0
17,2,1,1,0.47,1,6993.3012095574695,2022-03-24,0.0,,0,0.47,3.112040694858823,2
8,1,1,1,1.58,2,6321.6800893695445,2019-12-14,0.0,,0,1.58,3.8185755771576653,5
11,2,1,1,15.64,2,6321.6800893695445,2022-07-12,1.0,,0,15.64,2.7754198199676234,4
6,1,1,1,44.87,1,6993.3012095574695,2022-02-25,0.0,,0,44.87,1.2444354406746827,0
13,2,1,1,36.84,2,6321.6800893695445,2020-11-06,0.0,,1,20.54446308158191,0.977983961073826,0
14,1,1,1,11.36,1,6993.3012095574695,2021-08-20,0.0,,0,11.36,1.6670882920759955,2
6,1,1,1,44.87,1,6993.3012095574695,2020-09-13,0.0,,0,44.87,0.7095224573575277,1
20,1,1,1,10.34,2,6321.6800893695445,2020-10-04,0.0,,0,10.34,1.2136659240752121,3
9,2,1,1,10.8,2,6321.6800893695445,2020-08-02,0.0,,0,10.8,1.7342320053248952,2
6,1,1,1,44.87,2,6321.6800893695445,2021-06-10,0.0,,0,44.87,0.7593000033537878,0
12,1,1,1,1.51,1,6993.3012095574695,2019-10-08,0.0,,0,1.51,1.491467787838076,2
13,2,1,1,36.84,2,6321.6800893695445,2022-07-13,1.0,,0,36.84,1.489679084261359,3
11,2,1,1,15.64,1,6993.3012095574695,2022-04-23,0.0,,0,15.64,1.907605925038972,2
13,2,1,1,36.84,1,6993.3012095574695,2022-09-06,0.0,,1,20.54446308158191,1.9298655652071517,1
20,1,1,1,10.34,1,6993.3012095574695,2020-10-28,0.0,,0,10.34,0.8386120486064645,3
11,2,1,1,15.64,2,6321.6800893695445,2020-09-15,0.0,,0,15.64,1.0502267824657037,0
12,1,1,1,1.51,2,6321.6800893695445,2021-11-28,0.0,,0,1.51,2.955495161374606,1
5,2,1,1,10.21,1,6993.3012095574695,2021-04-22,0.0,,0,10.21,1.601640001384992,1
15,2,1,1,19.11,1,6993.3012095574695,2020-02-22,0.0,,0,19.11,1.9414583072035505,5
17,2,1,1,0.47,1,6993.3012095574695,2021-12-16,0.0,,0,0.47,3.112040694858823,4
13,2,1,1,36.84,2,6321.6800893695445,2021-09-15,0.0,,1,20.54446308158191,2.9289825725134473,3
9,2,1,1,10.8,2,6321.6800893695445,2022-08-05,1.0,,0,10.8,1.2148196200793842,5
9,2,1,1,10.8,1,6993.3012095574695,2022-08-28,0.0,,0,10.8,1.2126723187880883,2
3,2,1,1,0.71,1,6993.3012095574695,2022-09-19,0.0,,1,0.4168368012864329,3.593950822443273,2
12,1,1,1,1.51,2,6321.6800893695445,2022-05-09,0.0,,0,1.51,2.3844115510232977,3
12,1,1,1,1.51,2,6321.6800893695445,2021-10-21,0.0,,0,1.51,2.0056902281110434,5
9,2,1,1,10.8,2,6321.6800893695445,2021-06-20,0.0,,0,10.8,2.3699861397207593,2
8,1,1,1,1.58,2,6321.6800893695445,2022-08-30,0.0,,0,1.58,2.4070703850352237,3
12,1,1,1,1.51,1,6993.3012095574695,2021-02-23,0.0,,0,1.51,1.491467787838076,2
15,2,1,1,19.11,2,6321.6800893695445,2020-03-06,0.0,,1,12.583388654656204,5.065383673537934,2
19,2,1,1,3.1,1,6993.3012095574695,2020-03-13,0.0,Local_Holiday_0,0,3.1,2.483027335417994,3
14,1,1,1,11.36,1,6993.3012095574695,2021-10-12,0.0,,0,11.36,1.3496160960563566,1
13,2,1,1,36.84,1,6993.3012095574695,2020-05-06,0.0,,0,36.84,0.8314737585046638,0
15,2,1,1,19.11,1,6993.3012095574695,2019-10-23,0.0,,0,19.11,2.036897809425055,4
5,2,1,1,10.21,1,6993.3012095574695,2022-02-24,0.0,,0,10.21,1.601640001384992,0
16,1,1,1,14.25,2,6321.6800893695445,2021-08-21,0.0,,0,14.25,3.801857143300619,3
16,1,1,1,14.25,2,6321.6800893695445,2022-06-29,0.0,,0,14.25,2.814318791317181,2
11,2,1,1,15.64,2,6321.6800893695445,2022-01-25,0.0,,1,8.26629423800757,4.587828209175783,6
9,2,1,1,10.8,1,6993.3012095574695,2021-06-25,0.0,,0,10.8,1.7490351300902414,5
19,2,1,1,3.1,2,6321.6800893695445,2020-05-23,0.0,,0,3.1,2.23898690308979,3
6,1,1,1,44.87,1,6993.3012095574695,2021-03-12,0.0,,0,44.87,2.523576879737171,2
